text,slant,nonpartisan,slight-partisan,hyperpartisan
Special Report: U.S. jails are outsourcing medical care — and the death toll is rising,0,1,0,0
Harry & Meghan's exit: Theories abound about what led to their New Year 'surprise',1,0,1,0
UPDATE 3-Trump pressures federal pension to halt planned Chinese stock purchases,0,1,0,0
"Exclusive: Amazon in talks to invest in cloud services company Rackspace, say sources",0,1,0,0
"Airlines urge UK, U.S. to start London-New York passenger testing trial",0,1,0,0
Home Depot Slapped With $20.8 Million Fine For Lax Oversight Of Lead Paint,2,0,0,1
America needs a 'coalition of the decent' out in the streets,2,0,0,1
"Protesters in Portland topple statues of Abraham Lincoln, Theodore Roosevelt",1,0,1,0
U.S. Navy Hospital Ships Soon to Deploy on Coronavirus Support Missions,2,0,0,1
Trump Invokes George Floyd In Celebration Of Jobs Report,2,0,0,1
Big 3 automakers shut down as coronavirus pandemic grinds US industry to a halt,2,0,0,1
MSNBC's Wallace: Trump 'Throws Around the Death Toll with a Callousness That's Just Unimaginable',2,0,0,1
CDC Urges Travelers To Wear Masks In Latest COVID-19 Guidance,2,0,0,1
Health groups ask India to rescind Gilead's patents for COVID-19 drug remdesivir,0,1,0,0
Source: Pa. lawmaker gets a positive test at Trump meeting,1,0,1,0
Factbox: WeChat owner Tencent investments in the United States and beyond,0,1,0,0
Spaghetti Western movie composer Ennio Morricone dead at 91,1,0,1,0
Competitive CNN shows post-election surge in viewership,1,0,1,0
Russian ventilators shipped to U.S. made by firm under U.S. sanctions: RBC,0,1,0,0
Biden: ‘I’ll End Trump’s Chaos.’ Crenshaw: ‘Businesses Weren’t Boarding Up Their Windows Because They Were Afraid Of Trump Supporters’ | The Daily Wire,2,0,0,1
Karl Rove 'mystified' by Stacey Abrams' Georgia mail-in ballot count,1,0,1,0
"Politics, not necessarily science, seen as key driver of Russian vaccine claim",1,0,1,0
"GOP Sen. Tillis reelected to North Carolina seat, boosting GOP chances to keep majority. Cunningham concedes",1,0,1,0
Facebook decides to take down Trump 2020 campaign's 'census' ads,0,1,0,0
LabCorp begins work on developing coronavirus test,0,1,0,0
"Biden Brags On Foreign Policy: ‘We&#039;re Going To Be Back In The Game.’ NFL Vet Burgess Owens Fires Back, ‘It&#039;s Not A Game’",2,0,0,1
Democratic primary: Bernie Sanders beats Joe Biden in Democrats Abroad,1,0,1,0
America Needs Strong Families To Thrive. That Means Strong Unions,2,0,0,1
"Microsoft to erase its carbon footprint, past and future, in climate push",0,1,0,0
"AMC, Regal reopen movie theaters after months of COVID-19 closures",1,0,1,0
China plans national security laws for Hong Kong after last year's unrest,0,1,0,0
Rosenstein to testify in Senate on Trump-Russia probe,0,1,0,0
‘America in the age of Trump’: Armed gunmen enter Michigan Capitol demanding end to lockdown,2,0,0,1
"Trade deal with the EU is a priority ahead of one with the US, Britain's finance minister says",0,1,0,0
"House Dems Introduce A 538-Page Plan For ‘Solving’ Climate Change Amid A Pandemic, Economic Downturn",2,0,0,1
Yemeni National Granted Asylum After HuffPost Report,2,0,0,1
Bill Maher: Trump Is a Dominatrix and Republicans Are His Submissives,2,0,0,1
Poll: Majority Of Voters Say China Needs To Help Pay For Coronavirus Pandemic,2,0,0,1
"Before Joe Biden Even Elected, Leftist Democrats Already Planning Kamala Harris to Lead ‘Post-Biden Democratic Party’",2,0,0,1
Pompeo calls China virus response 'paltry' compared to damage done,0,1,0,0
Takeaways: Trump&#x27;s town hall offered preview of debates,1,0,1,0
Lawmakers Ask Trump To Suspend Sanctions To Help Iran Fight Coronavirus,2,0,0,1
"Protests Flare Nationwide For Sixth Straight Day, Demanding End To Police Violence",2,0,0,1
Stock futures rise as Wall Street tries to curb the latest wave of selling,0,1,0,0
"Chile and Peru close borders, Latam grounds flights over pandemic",1,0,1,0
Biden rolled out his climate and environment team,1,0,1,0
'We are open for business': D.C. National Cherry Blossom Festival still on as coronavirus concerns loom,1,0,1,0
Investor David Tepper says the US needs to do 'whatever it takes' to mass produce ventilators now,0,1,0,0
"Democrats' 'War Game' for Election Includes West Coast Secession, Possible Civil War",2,0,0,1
McConnell Weighs In On College Football Season: ‘America Needs Football’,2,0,0,1
"Pastor Tony Spell Breaks House Arrest Order, Holds Large Service Wearing Ankle Monitor",2,0,0,1
Manhattan DA filings indicate Trump is being investigated for possible fraud and ‘protracted criminal conduct’: report,2,0,0,1
President Trump Has Drawn Down Thousands of Troops from Land Wars in the Middle East,2,0,0,1
UPDATE 5-Trump set to order review of law that protects social media companies,0,1,0,0
Donald Trump Marks 75th Anniversary of the End of World War II Aboard Battleship USS North Carolina,2,0,0,1
Intel chief reveals Obama officials who requested Flynn &quot;unmasking&quot;,1,0,1,0
"The coronavirus has mutated and appears to be more contagious now, new study finds",0,1,0,0
Oklahoma Authorities Charge Alleged Rioters With Terrorism: ‘This Is Not Seattle.’,2,0,0,1
"Trump says Soleimani plotted 'imminent' attacks, but critics question just how soon",0,1,0,0
U.S. House Democrats to attempt passing next coronavirus bill soon,0,1,0,0
From scarves to masks: White House's Birx seeks to make coronavirus fashion pivot,1,0,1,0
U.S. Supreme Court lets hardline Trump immigration policy take effect,0,1,0,0
Exclusive: Biden to review Trump decision to cut troops in Germany if elected,0,1,0,0
Fact check: False claim about Joe Biden 1973 remark in Ohio speech,1,0,1,0
RNC: Ric Grenell Torches 'Unlimited Globalization' that 'Hollowed Out' U.S.,2,0,0,1
Fall without Football: 'There's just no way' to play amid the coronavirus pandemic without 'high risk',1,0,1,0
"Amid protests, Trump says some governors 'have gone too far' on lockdown measures",1,0,1,0
"Team Trump Hits Back at Democrats, Says Impeachment Is Election ‘Interference’",1,0,1,0
Two COVID-19 vaccines are now authorized in the US; here's what we know about them,1,0,1,0
How We Got the Scoop on Jeffrey Epstein’s Arrest,2,0,0,1
Europe's banks surprise markets with a strong quarter. But the crisis is not over,0,1,0,0
Federal judge blocks sweeping anti-abortion law in Tennessee,1,0,1,0
The GOP has become a personality cult — but it started before Trump,2,0,0,1
"Quarantines, isolation and lockdowns: Can they stop the coronavirus?",1,0,1,0
U.S. warns Russian trolls stoking conflict in Chile,0,1,0,0
MORE: Why Governors Want Trump To Take Charge Of Medical Supplies ― And Why He Hasn’t,2,0,0,1
Poll: 75% Of Americans Think Masks Should Be Required In Public,2,0,0,1
U.S. says review of WHO will assess if the body is run in the way it should be,0,1,0,0
"Controversial Decisions by Governors in NY, NJ, and PA Criticized as Factors in High Level of COVID-19 Nursing Home Deaths",2,0,0,1
Farmers are depleting the Ogallala Aquifer because the government pays them to do it,1,0,1,0
Trump faces tough road in getting Supreme Court to intervene,1,0,1,0
Coronavirus Threatens Rich People’s Money. It Threatens Our Lives.,2,0,0,1
Black doctors push for anti-bias training in medicine to combat health inequality,0,1,0,0
Colin Powell: We Need to Rename Confederate-Named Bases 'as Quickly as We Can',2,0,0,1
Obama says democracy at risk if Republicans try to fill Ginsburg Supreme Court vacancy before election,1,0,1,0
Reuters Pictures - USA-TRUMP/MEDAL,0,1,0,0
"Letters to the Editor: Surprise, surprise. The L.A. Times endorsed Joe Biden",1,0,1,0
President Trump’s Big Moment in Front of a Church Shows He Has Missed the Point of the Protests,1,0,1,0
Naval Ship Captain Begs For Solution To Crew’s Coronavirus Outbreak,2,0,0,1
FCC Chairman Ajit Pai Backs Rulemaking to Reform Section 230,2,0,0,1
Cuts to basic services loom as coronavirus ravages local economies and sends states into fiscal crisis,0,1,0,0
More migrants caught crossing U.S.-Mexico border despite pandemic restrictions,0,1,0,0
U.S. warns 'foreign actors' aim to sow doubts over mail-in voting,0,1,0,0
"New York to close schools, houses of worship in suburban center of coronavirus outbreak",0,1,0,0
Laura now forecast to be a catastrophic Category 4 hurricane,1,0,1,0
5 things to know before the stock market opens Wednesday,0,1,0,0
Patrick Crusius Faces Federal Hate Crimes Charges In El Paso Terrorist Attack,2,0,0,1
GOP Rep. Collins: Dems 'in Love with Terrorists' -- 'They Mourn Soleimani More Than They Mourn Our Gold Star Families',2,0,0,1
Caravan of hundreds of Central Americans moves into Mexico,0,1,0,0
Republicans poised to retain grip over Texas energy regulator,1,0,1,0
U.S. to Use Seized Iranian Oil Sales to Help Families of Terror Victims,2,0,0,1
Researcher who tracks racist far-right groups fears the possibility of a ‘post-democratic society in America’,2,0,0,1
"As coronavirus kills another Amazon worker, the company's response is adding to employees' fears",0,1,0,0
"Hawkish Rep. Eliot Engel May Be Out, But Dems Aren’t Planning A Foreign Policy Revolution",2,0,0,1
"What to stream this weekend: 'Trolls World Tour,' Netflix's WWE family film and more",1,0,1,0
"Trump pushes mask wearing, says he'll resume White House coronavirus briefings amid spike in cases",1,0,1,0
DNC Chair Perez: Release of Biden University of Delaware Documents 'Like the Hillary Emails',2,0,0,1
"Democrats' $3 trillion coronavirus stimulus proposal includes more $1,200 checks, money for state and local governments",1,0,1,0
Schumer Warns Gorsuch And Kavanaugh: ‘You Have Released The Whirlwind And You Will Pay The Price’,2,0,0,1
AP: Feds probing in-custody death of Black man in Louisiana,1,0,1,0
Trump Hire Michael Pack Sued for Mass Firings at U.S. Government-Funded Global Media Agency,2,0,0,1
Here's Video Of Trump Trying To Explain Why He Cut The Pandemic Response Team,2,0,0,1
"'Mulan' goes on, Bond waits as Hollywood tracks virus spread",0,1,0,0
Why the GOP is so susceptible to coronavirus denialism,2,0,0,1
Jerry Falwell Jr. takes indefinite leave of absence from Liberty University,0,1,0,0
Trump postpones the G-7 summit and seeks to add countries to the invitation list,0,1,0,0
"Phyllis George, former Miss America and TV personality, dies at 70",1,0,1,0
CHURCH: The Coronavirus — Were Medieval Times Really That Bad?,2,0,0,1
Exclusive: Lonza expects EPA approval 'very soon' to make COVID-killing claims for surface disinfectants,0,1,0,0
Pelosi Hasn&#039;t Spoken To Trump In Almost A Year: &#039;I Don&#039;t Find It A Good Use Of Time&#039; | The Daily Wire,2,0,0,1
Feds planning now to get coronavirus shots to nursing homes,1,0,1,0
Prosecutors violated Victims Rights Act in deal for Florida financier: judge,0,1,0,0
AmEx to avoid job cuts as it rides out coronavirus storm,0,1,0,0
Trump Launched a Coronavirus Economic Council Without Telling Members They Were on It,1,0,1,0
"In New York's Harlem, small businesses reel from coronavirus toll on Black communities",0,1,0,0
"Most Americans Worried Country Closed By Coronavirus Will Reopen Too Quickly, Poll Finds",2,0,0,1
Coronavirus Will ‘Absolutely’ Make Inequality Worse. But We Can Change That.,2,0,0,1
How Anti-Abortion Activists Are Taking Advantage of the Coronavirus Crisis,1,0,1,0
Brian Mast Challenges Democrats to Name a Fallen American Who Doesn't Justify Soleimani's Death,2,0,0,1
Top US officials expected to get COVID-19 vaccine this week,1,0,1,0
'He’s a cult leader': Trump primary opponent explains how the president keeps a stranglehold on the Republican Party,2,0,0,1
UPDATE 4-Trump critical of FDA decision to revoke emergency use of drug he has promoted for COVID-19,0,1,0,0
US hits all of Iran's financial sector with sanctions,1,0,1,0
What Comes Next After Impeachment And Acquittal? Re-Impeachment,2,0,0,1
Sharp decline in emergency visits seen in early days of coronavirus pandemic: U.S. study,0,1,0,0
UPDATE 1-Impossible Foods raises about $500 mln in new funding,0,1,0,0
Cardi B Suggests Melania Trump Was a Prostitute: 'Didn’t She Used to Sell That' P**sy,2,0,0,1
US Olympic champ says lives 'turned upside down' by coronavirus,1,0,1,0
Politicians are already calling for a 4th coronavirus relief plan. Here's what could be in it,0,1,0,0
Report: McConnell Has The Votes To Block Witnesses In Senate Impeachment Trial,2,0,0,1
"Amazon, Target and Apple scale back business in cities hit hard by protests",0,1,0,0
PRECIOUS-Gold edges higher as global recession fears persist,0,1,0,0
"Investing: Ditch the cheap, high-risk stocks for these 3 options",1,0,1,0
"Trump signs order, bans police chokeholds with exception",0,1,0,0
The Latest: Kentucky sees near-record number of new cases,1,0,1,0
Postcards from Asian airports as coronavirus tightens its grip,0,1,0,0
New Joe Biden Ad: 'Black Americans Wake Up Knowing They Can Lose Their Life',2,0,0,1
‘MeToo’ Movement Founder On Biden Sex Assault Allegations: He Can Be ‘Accountable And Electable’,2,0,0,1
"USA TODAY poll: The greatest country in the world? On the 4th of July, a moment of reckoning for the USA",1,0,1,0
Can Gov. DeSantis force Florida schools to reopen amid the coronavirus pandemic? Some school leaders seem doubtful.,1,0,1,0
'I Love It': Larry Elder Talks Nomination to Radio Hall of Fame in Exclusive Interview,2,0,0,1
Afghan government announces team for talks with Taliban,0,1,0,0
Hacking against corporations surges as workers take computers home,0,1,0,0
Jared Kushner says Black Americans must 'want' to succeed,0,1,0,0
Lockdowns Multiply Globally As Virus Strains Health Systems,2,0,0,1
Your Evening Briefing,1,0,1,0
"Coronavirus deaths surge in Brazil, Mexico as regional leaders look to reopen",0,1,0,0
"Taking a road trip? How to be safe, from bathroom breaks to fast food pit stops",0,1,0,0
Democrats call on Pompeo to restore funding to Gaza,0,1,0,0
Analysis: The bubble is the real MVP of this NBA season,1,0,1,0
Super Tuesday voters largely split into two camps: Bernie versus Biden - Edison Research,0,1,0,0
"Facebook, others restrict business travel to China as warnings grow",0,1,0,0
U.S. Women's Soccer Team Wears Black Lives Matter Jackets to International Match,2,0,0,1
Trump says another country could join Israel-UAE accord,0,1,0,0
U.S. Supreme Court orders reconsideration of racial bias claim against Charter Communications,1,0,1,0
UPDATE 5-T-Mobile-Sprint merger wins approval from U.S. judge,0,1,0,0
Dennis Quaid Believes Trump Is ‘Doing a Good Job’ Handling Coronavirus,2,0,0,1
U.S. frozen pork supplies shrink to nine-year low in July,0,1,0,0
Hong Kong legislature surrounded by riot police ahead of expected protests,0,1,0,0
US Postal Service investigating issues with absentee ballots in Wisconsin that went undelivered,1,0,1,0
Pompeo CPAC Speech Highlights Trump Administration’s Foreign Policy Successes,2,0,0,1
Nasdaq retreats as technology stocks lose favor,0,1,0,0
German minister in Tripoli to press for end to Libyan war,1,0,1,0
"Zoos turn to social media to delight, raise money amid virus",1,0,1,0
"Coronavirus live updates: China's Xi calls for global policy coordination, Italy death toll tops 8,000",0,1,0,0
Is Bolivia’s vote a comeback for Latin America’s left? Not so fast.,1,0,1,0
Latest on the spread of the coronavirus around the world,0,1,0,0
Soldiers Have Ideas for the Army on How to Improve the Future Robotic Combat Vehicle,1,0,1,0
"Biden inauguration will be scaled down amid COVID, aide says",0,1,0,0
‘We Will Keep Fighting’: Georgia Gov Promises To Appeal After Federal Judge Strikes Down Heartbeat Law,2,0,0,1
"Coronavirus live updates: France and Germany lock down again, stock market battered; Fauci expresses worry",1,0,1,0
Pandemic gave locals fleeting taste of a tourist-free Hawaii,1,0,1,0
U.S. Supreme Court allows South Carolina vote-by-mail restriction,0,1,0,0
The Latest: Iran hits record single-day virus death toll,1,0,1,0
UPDATE 1-Sequoia-backed online grocer Dingdong valued at $2 bln in fundraising -sources,0,1,0,0
WHITON: Globalists Continue To Push For Pro-China Policies Even After Deceptions On Coronavirus,2,0,0,1
Disney Film 'Onward' Banned in Middle East Markets over Reference to a Lesbian Relationship,2,0,0,1
UPDATE 1-European shares rise as investors bank on more stimulus,0,1,0,0
FACT CHECK: Has Buffalo Protester Martin Gugino Been Arrested 300 Times?,2,0,0,1
Miles Taylor: Trump Administration Has 'Almost Nazi-Like Immigration Policies',2,0,0,1
‘I’m Going to Say It From the Heart.’ America’s Reckoning on Race Has Come to High School Speech and Debate,1,0,1,0
Israel promotes settlement plan for sensitive East Jerusalem area,0,1,0,0
Officials: US seeks indefinite UN arms embargo on Iran,1,0,1,0
Did Russian Prime Minister Medvedev Drop a Grim Hint About Putin’s Latest Power Grab?,2,0,0,1
Impeachment and a path to redemption for Trump,1,0,1,0
"Fair or not, we need free college and student loan forgiveness — and so does democracy",1,0,1,0
December Sees Highest COVID-19 Death Toll In U.S. Since Pandemic Began,2,0,0,1
Don Lemon Warns How Trump Will Try To Hoodwink Public Over His ‘Abysmal Failure’,2,0,0,1
Hackers Planted Trump Smears—and Pro-Iran Trolls Spread Them,2,0,0,1
"Wuhan Coronavirus Crisis Shows No Signs Of Slowing Down And Has Hit American Shores, Here Are The Details",2,0,0,1
House passes $10 billion in funding for child-care facilities to improve safety amid pandemic,0,1,0,0
'Give me a break': Sen. Martha McSally brushes off Trump's treatment at Arizona rally,1,0,1,0
"Watch: Kanye West Speaks Out Against Abortion, Gun Control During First Presidential Campaign Event",2,0,0,1
Judge blocks California law that required background checks to buy ammunition,0,1,0,0
Watch: Kamala Harris Bizarrely Laughs Off Question About Socialist Agenda,2,0,0,1
Cubans who lived through Castro's literacy program frustrated by Bernie Sanders' praise,1,0,1,0
Murdoch receives COVID-19 vaccine as Fox News host casts suspicion on campaign,0,1,0,0
Even Republicans are warning Trump’s DHS is turning into ‘the president’s personal militia’,2,0,0,1
Progressives look to make early mark on Biden White House,1,0,1,0
"What schools will look like when they reopen: Scheduled days home, more online learning, lots of hand-washing",1,0,1,0
The Latest: Governor says California getting a grip on virus,1,0,1,0
Iraq votes to expel U.S. troops after Iran Gen. Qasem Soleimani&#39;s killing,1,0,1,0
National security adviser O'Brien to represent U.S. at Asia meetings,0,1,0,0
Airbus bribery scandal triggers new probes worldwide,0,1,0,0
'Profound weakness': 35-year-old bodybuilder sick with COVID-19 talks about near-death experience,1,0,1,0
"EXPLAINER: From the 2020 election, some new political terms",1,0,1,0
Hollywood Erupts After Soleimani Airstrike: 'Hitler Did the Same Thing',2,0,0,1
"Former U.S. Presidents Obama, Bush, Clinton willing to take coronavirus vaccine on camera",0,1,0,0
Meet Meghan Markle and Prince Harry’s Very Glamorous North America Welcoming Committee,2,0,0,1
Coronavirus updates: US sees deadliest day — again; Biden asks for 100 days of masks; California regional stay-at-home order,1,0,1,0
"Republicans unveil coronavirus plan, slash emergency unemployment benefit",0,1,0,0
Muslim and Arab Voters May Have Secured Biden’s Michigan Win,2,0,0,1
New York City unveils hybrid school reopening plan,0,1,0,0
Hong Kong stocks drop almost 3% on return from Lunar New Year holiday amid coronavirus fears,0,1,0,0
Top currency regulator says to expect 'clarity' in coming weeks on bitcoin,0,1,0,0
"On This Day 400 Years Ago, Mayflower Sets Sail From Plymouth For New World",2,0,0,1
Coronavirus: Beijing Gives 'Chinese Medicine' Packets to Students in Los Angeles,2,0,0,1
CA Teacher Who Fought Unions: Obama-Biden Administration and Kamala Harris ‘Intervened Against Us’,2,0,0,1
An invasion of propaganda: Experts warn that white supremacist messages are seeping into mainstream,1,0,1,0
Biden coronavirus advisers nix national U.S. lockdown,0,1,0,0
"Why the Fuck is the Secretary of State Talking, from Israel, at the Republican National Convention?",2,0,0,1
White House Staffers Pissed at a Top National Security Aide—for Wearing a Mask in Front of Them,2,0,0,1
American In Wuhan Becomes First Non-Chinese National To Die From Coronavirus,2,0,0,1
Iran: Saudi Arabia Only Gulf State Not to Condemn Nuclear Scientist Killing,2,0,0,1
I took the COVID vaccine to show anti-vaxxers that science works,1,0,1,0
Exclusive – Top Cuban-American Priest: Catholics Have a Role to Play Against Communism,2,0,0,1
Washington man is 1st in US to catch new virus from China,1,0,1,0
U.S. banks say cost cuts mostly out of sight during coronavirus,1,0,1,0
US seizes digital currency accounts used by militant groups,1,0,1,0
Navalny’s No. 2 Suspects ‘Putin’s Chef’ Ordered Novichok Hit on Opposition Leader,2,0,0,1
A Memorial Day Message From The Men Who Protect The Tomb Of The Unknown Soldier,2,0,0,1
'Cyborg' technology aims to reduce the opioid epidemic one chip at a time,1,0,1,0
White House acknowledges reports of cyberattack on U.S. Treasury by foreign government,0,1,0,0
Trump Economic Adviser Filmed Bashing President's 'Crappy' Debate Performance,2,0,0,1
Twitter Users Mock Trump For Claiming He’s Getting Great COVID-19 Reviews,2,0,0,1
Pandemic planning becomes political weapon as deaths mount,1,0,1,0
"Trump basks in attention of unmasked RNC crowd as America's coronavirus deaths near 180,000",1,0,1,0
"Georgia Senate Special Election: Raphael Warnock, Kelly Loeffler Headed For A Runoff",2,0,0,1
"Joe Biden names 9 top White House appointees, including Rep. Cedric Richmond and campaign manager O'Malley Dillon",1,0,1,0
"'So much I want to say,' Trump's ex-lawyer Cohen says as he exits prison early",0,1,0,0
U.S. says it disrupted 'imminent attack' with killing of top Iran commander,0,1,0,0
Forget Fake News: Why We’re Wrong About Nearly Everything,2,0,0,1
‘Ending the nightmare’: These 4 states could deliver a knockout blow to Trump on election night,2,0,0,1
"Kamala Harris is a living, breathing rebuke to the Trump presidency: Mastio & Lawrence",1,0,1,0
"Police, county attorney's office hide 738,000 records in Kentucky sex abuse case",1,0,1,0
"After 5 months, AMC Theaters reopens its doors, cautiously",1,0,1,0
A Little-Known Fact-Check Law May Force Takedown of Racist Border Patrol Video,2,0,0,1
"Six men charged with conspiring to kidnap Michigan Gov. Gretchen Whitmer, 7 others arrested under state anti-terrorism law",0,1,0,0
Netanyahu says UAE deal signals end to &#x27;land for peace&#x27;,1,0,1,0
"Parler, MeWe, Gab gain momentum as conservative social media alternatives in post-Trump age",1,0,1,0
Dog fanciers await crowning of Westminster Kennel Club's 'Best of Show',0,1,0,0
The White House Conducted More Than 300 Phone Calls With Individuals Involved With Big 10 Football,2,0,0,1
Ring 3 Plus vs. Nest Hello: which smart doorbell is best?,1,0,1,0
House overwhelmingly passes $484B coronavirus stimulus bill - Breitbart,2,0,0,1
Global stocks head for worst week since the financial crisis amid fears of a possible pandemic,0,1,0,0
How 2020 Democrats Plan to Deal With Trump&#39;s Remade Judiciary,1,0,1,0
"Black News Channel, Comcast Xfinity still working to resolve technical issues blocking access",1,0,1,0
"Nevertheless, He Insisted: Biden Claims He Can Change China's Policies By Nagging",2,0,0,1
Sen. Tammy Duckworth Issues Blistering Takedown Of GOP Talking Point On Iran,2,0,0,1
"Obama rips Trump administration for 'suppressing the vote' amid pandemic, urges early voting",0,1,0,0
Judge seeks clarity on the scope of Trump's clemency order for Roger Stone,1,0,1,0
LVMH's takeover of Tiffany seen as uncertain,0,1,0,0
"Amid coronavirus, Iraq aims for a higher politics",1,0,1,0
U.S. banks in another mad grab for $310 billion in new small business aid,0,1,0,0
"Fauci: Americans without underlying conditions could get COVID-19 vaccine by late March, early April",1,0,1,0
"Promising vaccine trial pushes into COVID-swamped South Africa, Brazil",1,0,1,0
Sen. Chuck Grassley indicates he won't break rank with Republicans on Supreme Court hearings,1,0,1,0
China&#x27;s new outbreak wanes as US calls for answers on virus,1,0,1,0
Ivanka Trump: Immigration Must Not ‘Displace’ Americans from Their Jobs,2,0,0,1
Senate Fails To Pass Cloture Vote On Coronavirus Stimulus Bill,2,0,0,1
"U.S. health agency reports 853 new COVID-19 deaths, taking total to 204,033",0,1,0,0
Investigation reveals just how dangerous Trump's rallies are for public health,2,0,0,1
Trump Raved About The Stock Market Recovery. The Actual Economy Is Faring Much Worse.,2,0,0,1
Democrat incumbent Gary Peters is projected to win Michigan Senate race,0,1,0,0
"LeBron James, Naomi Osaka and Dak Prescott: 20 sports figures who made the world a better place in 2020",1,0,1,0
Trump-Backed Bill Hagerty Seeks to Complete President’s Perfect Record in 2020 Senate Primaries,2,0,0,1
By the numbers: The chasm where the corner cafe used to be,0,1,0,0
Impeachment fades for Slotkin as Democrats try to pivot away,1,0,1,0
Canadian Black And Anti-Racist Groups You Can Support Now,2,0,0,1
UPDATE 1-Amazon staff take off work to raise safety concerns in pandemic -activists,0,1,0,0
"Virus spreads on cruise ship in Japan, U.S. passengers flying home",0,1,0,0
"Trump Thanks Medical Staff, Gives Update From Walter Reed: ‘I Am Feeling Well!’",2,0,0,1
"China, Home to World's Largest Muslim Concentration Camps, Calls Breitbart News Anti-Muslim",2,0,0,1
WHO warns vaccine won't help countries fend off current wave of infections,0,1,0,0
Steve Bannon’s COVID Podcast Is Being Distributed by a Convicted Crook,2,0,0,1
"WHO readies coronavirus app for checking symptoms, possibly contact tracing",0,1,0,0
"Feds Find Smuggling Tunnel Linking San Diego to Tijuana, Seize $29 Million in Drugs",1,0,1,0
"Global coronavirus cases top two million, doubling in under two weeks",0,1,0,0
Progressive writer tears apart claims that the American left is dominated by intolerant ‘social justice warriors’ or ‘wokescolds’,2,0,0,1
"If you're not medically fragile, refusing a COVID vaccine is an indefensible moral choice",1,0,1,0
Constellation Brands says Mexico breweries still running amid coronavirus outbreak,0,1,0,0
"Ignore the strongman fantasies. If Trump loses the election, he'll lose his job. Period.",1,0,1,0
U.S. Women’s Soccer Team Don BLM Shirts And Kneel For National Anthem On Foreign Soil,2,0,0,1
"Trump downplays oil plunge, coronavirus as markets drop: 'Life & the economy go on'",0,1,0,0
CNN interview derails as Peter Navarro reminisces about drinking from a 'colored' water fountain at Woolworth's,2,0,0,1
"Daily US virus deaths decline, but trend may reverse in fall",1,0,1,0
Trump Considering New Major Action In Effort To Combat Coronavirus,2,0,0,1
Kudlow says third round of PPP small business loans might be needed as demand soars,0,1,0,0
Top Pollster: Only 45% Of Americans Would Vote For A Socialist For President,2,0,0,1
"Trump, US officials send mixed messages on virus risk here",1,0,1,0
Nebraska Democrats renounce their Senate pick over sexually repugnant comments,0,1,0,0
Anderson Cooper Rips Trump’s Latest Reality-Defying Boast About Coronavirus | HuffPost,2,0,0,1
Pompeo says U.S. not seeking to divide Caribbean bloc Caricom,0,1,0,0
New York Judge Orders Postal Service to Prioritize Election Mail,2,0,0,1
Residents Of Kamala Harris’s Ancestral Indian Village Pray For Her Victory,2,0,0,1
"Protesters at Texas Capitol Turn Violent, Overturn/Vandalize Police Vehicles",2,0,0,1
Child care crisis pushes US mothers out of the labor force,1,0,1,0
Puerto Rico awaits final result in tight gubernatorial race,1,0,1,0
"U.S. sanctions three Hezbollah leaders, including two Lebanon Parliament members",0,1,0,0
"If the Senate doesn’t consider a replacement for Bader Ginsburg now, it’s not doing its job | Opinion",1,0,1,0
"Thanks to coronavirus, Americans looking at a stay-at-home fall season, survey suggests",1,0,1,0
‘Moderate’ Michael Bloomberg Is an Authoritarian Nightmare,1,0,1,0
"Stocks making the biggest moves midday: Beyond Meat, United Airlines, JPMorgan, Penn National Gaming and more",0,1,0,0
"Trump Announces Israel, U.A.E. Agree to Full Diplomatic Ties, Suspension of West Bank Annexation",1,0,1,0
Only 2 migrants allowed to seek refuge under emergency border order,1,0,1,0
"Moms, Here’s What All Your Pandemic-Related Invisible Labor Is Actually Worth",2,0,0,1
John Ratcliffe: Schiff ‘Trying To Bury’ Secret Testimony On His Contact With Whistleblower,2,0,0,1
Inside Trump's proposal to suspend some legal immigration amid coronavirus crisis,0,1,0,0
SCOTUS grants Trump his ObamaCare wish: High court will not review case to kill health care law before election,2,0,0,1
Fed hoped to skirt a second virus wave. Small businesses may sink in it,0,1,0,0
Countries Restrict Travel to U.K. in Effort to Stop Spread of New Coronavirus Strain,1,0,1,0
"Supply impact of the coronavirus outbreak is waning, but demand shock will linger, economist says",0,1,0,0
FEMA sends refrigerator trucks to NYC to serve as temporary mortuaries for deceased coronavirus patients,0,1,0,0
Georgia Senate Runoff Elections May Become Most Expensive in History,2,0,0,1
Don Lemon Once Issued 5 Tips for Black Communities to ‘Fix the Problem’: Ditch ‘Thug and Reprehensible Behavior’,2,0,0,1
"Boris Backs Biden, Congratulates on Election 'Win' After Media Coronation",2,0,0,1
The two numbers Trump can’t spin,2,0,0,1
Trump Vows Possible Disproportionate Strikes on Iran Targets,1,0,1,0
"Four years on, Philippine President Duterte is still struggling to show the benefits of being pro-China",0,1,0,0
Biden&#x27;s challenge: Breaking through with virus response,1,0,1,0
Trump Administration Ramps Up Fight Against ‘Sanctuary Cities’,2,0,0,1
'Just not fair': Communities bristle at new NYC shutdowns,1,0,1,0
"Coronavirus, diabetes, obesity and other underlying conditions: Which patients are most at risk?",1,0,1,0
"Tear gas used on Portland protesters, 1 man injured",1,0,1,0
"Biden plans to stay home, testing limits of virtual campaign",1,0,1,0
Wisconsin GOP appeals to Supreme Court on extended voting,1,0,1,0
Boris Johnson Faces Challenge From His Own Tory Side on Huawei,1,0,1,0
