text,sentiment,negative,neutral,positive
"Sky journalists therefore seemed surprised by their data team’s unhelpful findings — although they were in line with previous research which found large majorities in favour of full face veil bans across Western Europe and Scandinavia — and for some time their news roll emphasised the 33 percent of respondents who believed Johnson’s comments were racist, rather than the 60 percent who did not.",0,1,0,0
"Shylock is a Jewish character in Shakespeare's ""The Merchant of Venice.""",1,0,1,0
"“I think we have a good chance,” Trump told reporters at the White House.",2,0,0,1
"South Korean President Moon Jae-in said Monday that he will push for ""irreversible, permanent peace"" and for better dialogue between Pyongyang and Washington, during ""heart-to-heart"" talks with Kim.",2,0,0,1
"""Attorney General Barr — release the Mueller report to the American public.",1,0,1,0
"Amy Povah, herself a former federal inmate who started the Can-Do Foundation after President Bill Clinton commuted her sentence in 2000, said Johnson's case is just one of many who deserve similar presidential mercy.",2,0,0,1
What does the Russian president have on him?,0,1,0,0
"— Mitt Romney (@MittRomney) January 15, 2018
The former Massachusetts governor was referring to allegations that President Trump had referred to “shithole countries” in a negotiation over immigration policy in the Oval Office last Thursday with a small group of Senators that included Sen.",0,1,0,0
"The final results show Scott defeated Nelson by just over 10,000 votes out of 8 million cast.",2,0,0,1
She was able to free herself.,2,0,0,1
"When polls overwhelmingly predicted a Clinton victory, Russia appeared focused on “undercutting [her] legitimacy and crippling her presidency from its start, including by impugning the fairness of the election,” intelligence officials found.",2,0,0,1
"He said the president had given Mr. Zients the same instructions he had given White House staff: ""Get this fixed.""",1,0,1,0
"In short, those closest to Donald Trump did not expect to lose, as Wolff claims; rather, they were indeed optimistic.",2,0,0,1
"""Paul Ryan is the single least popular political leader in the country,"" said Jeb Fain, a spokesman for the Democrat-supporting House Majority PAC, before Ryan announced his retirement.",0,1,0,0
"Once considered an ideal Republican to lead his party forward on the issue, Mr. Rubio took a hit for his involvement with an immigration overhaul and has since said Congress first needs to pass border security measures before turning to an overhaul.",0,1,0,0
"The 82-year-old actor and two-time Oscar-winning director, who in early August endorsed Mr. Romney, joked with the crowd and mostly ignored his hard-edged persona while warning about the country’s path under another four years of President Obama.",1,0,1,0
"He knelt down, raised his hands and admitted his identity.",1,0,1,0
"Nawaz Sharif, Former Pakistani Prime Minister, Is Sentenced to 7 Years",0,1,0,0
"It never was,” said Christopher Horner, a researcher who obtained the Obama administration email detailing Mr. Kutesa’s stance.",1,0,1,0
"“We are frustrated with how long this reengagement with the Bureau and Mueller is taking,” Steele wrote to Ohr.",1,0,1,0
"And in doing so, he also bowed to the pressure he faced to endorse two senators who would be very important to GOP efforts to hold onto the Senate.",0,1,0,0
"======= 3:37am: Washington Post reports Rubio wins the DC primary: Announced results gave Rubio 37.3 percent of the 2,839 votes cast.",2,0,0,1
She allegedly performed the same act with several officers who approached the stage and forced one officer's head into her bare chest.,0,1,0,0
"(In fact, I had a positive experience dealing with Mike Flynn when he was a colleague as Director of the Defense Intelligence Agency at the beginning of my term at FBI.)",2,0,0,1
"“The arguments of those interested in preserving the validity and legitimacy of arguments about how [Obama] ran could get a little stronger inside government,” Hayden said.",2,0,0,1
"But either way, he’s dead.",0,1,0,0
"His attorney, David Greenberg, objected to prosecutors' characterization of events during grand jury proceedings.",1,0,1,0
Mrs. Clinton also called for calm in Baltimore.,2,0,0,1
Merkel works to save the EU and her career during high-stakes migration meeting,2,0,0,1
"He also said Prince Harry and American actress Meghan Markle look like a ""lovely couple"" but he doesn't know if he's been invited to their May 19 nuptials at Windsor Castle.",2,0,0,1
"Lauren Griffin, senior vice president at Adecco Staffing USA, said the scarcity of qualified workers had compelled employers to raise wages, strengthen benefits and improve amenities at the office.",2,0,0,1
"""The Philippines has had two years to take advantage of its position to develop and obtain the support of many countries whose principles are aligned with our own and with whom our own voice could be magnified,"" del Rosario said in a forum, which marked the second year since the ruling was issued.",1,0,1,0
"A lot of the critiques—I mean, there’s been a tremendous amount of criticism of Thomas’ logic, and I think a lot of them make this point that you just made now, but let’s just say it again, which is this is not about autonomy.",0,1,0,0
“I don’t like his politics.,0,1,0,0
"Mike Van Gorder agreed when asked whether he shared a community sentiment that, when it comes to significant development in Glendale, the public-input phase is either inadequate or too late in the process, and he said he would like to strengthen the Design Review Board's capabilities.",2,0,0,1
"When Hunter left the meeting, he walked to the display and took it off the wall.",1,0,1,0
"That dilemma, however, has been with her every step of her career, as she has moved closer to the center of power.",0,1,0,0
"A House Intelligence Committee memo released last February documented that as FBI director, Comey signed three FISA applications to spy on former Trump adviser Carter Page with the dossier serving as part of the basis for the warrant requests.",0,1,0,0
Reese took to Facebook on Wednesday and explained his decision.,1,0,1,0
Robert Mueller asks IRS for help in Trump-Russia probe: Report,1,0,1,0
"At his confirmation hearing, he faced tough questions about his years as a top defense contractor lobbyist.",0,1,0,0
"'The real story'
Image copyright Getty Images Image caption Sears has closed more than 3,500 stores
Laments like Mr Miller's have surfaced repeatedly in recent years, amid a wave of bankruptcies in the US retail sector that has claimed household names such as Toys R Us, Payless Shoe Source and Nine West.",0,1,0,0
Brian Williams’ big Iraq flub: Why his apology only raises more questions,0,1,0,0
"“I’m smoking one now,” he said from Austin.",1,0,1,0
He will now oversee the Mueller probe and the agency’s other federal investigations.,1,0,1,0
He became famous in Britain as a star of the long-running sitcom “Last of the Summer Wine.”,2,0,0,1
This is when Imam Shahin cited the prophetic tradition regarding God giving victory to Jesus and the followers of truth during the apocalyptic war with the Antichrist.,2,0,0,1
"Republicans released their final report in June 2016, finding no new evidence of wrongdoing by Clinton but sharply criticizing her State Department’s handling of security protocols.",0,1,0,0
"In his tweet, Mr. Stone misspelled the name of Mr. Cohn, whom he has aggressively criticized, and said the economic adviser was “recommended for his White House job by Jared Kushner.”",0,1,0,0
"The third option, Obama said, was to “pull out of negotiations … and hope for the best.”",1,0,1,0
"Besides serving as a place of worship and community center, the mosque in Bloomington, just south of Minneapolis, has a fitness center, gymnasiums for boys and girls, a football field and adjoins a city park, Omar said.",2,0,0,1
Trump wrote in his book The America We Deserve that he supported a ban on “assault weapons.”,1,0,1,0
"Aguilar filled the box with a stress ball, a teddy bear, bubble blowers and other small toys that would distract and calm the child when he became angry.",2,0,0,1
"Trump cheers economy, criticizes Democrats at Wis. rally",2,0,0,1
"Davis is the moral equivalent of the elevator operator in a government building who, for her own religious reasons, refuses to let gays and lesbians ride in ""her"" elevator, which is the only one in the building.",0,1,0,0
"Three male aid workers were killed, three were injured and a female nurse is feared missing following a night time attack on military facilities in Rann, a town in northeast Nigeria, UN official says",1,0,1,0
"Since September, the ""Kim Wall Memorial Fund Grant,"" an online crowdfunding campaign, has raised funds that will be given to a female reporter.",2,0,0,1
"Abercrombie didn’t help calm things in his interview with WaPo’s Philip Rucker:  Abercrombie said he disagreed with Inouye’s wishes, adding that he didn’t want to ‘get into a discussion about letters and deathbed notices.’",1,0,1,0
"Despite not recommending charges be brought against Clinton, Comey delivered a blistering rebuke of her actions, saying the FBI found that 110 emails were sent or received on Clinton's server containing classified information.",0,1,0,0
"Asked what he thought about Trump's ""both sides"" comment, Falwell said Trump has ""inside information I don't have.""",1,0,1,0
"Subpoenas went out to key senior staffers in Mr. Christie’s official office and his 2013 re-election campaign, as well as to Bridget Anne Kelly, the former deputy chief of staff whose email seemingly ordering the traffic problems in Fort Lee led to the scandal.",0,1,0,0
"Fazul, left, crosses a street in central Athens alongside Khasim on March 29, 2018.",1,0,1,0
Trump on immigration order's popularity: 'Negative polls are fake news',0,1,0,0
"He did not raise security with me,” she said.",1,0,1,0
"Read more on the exchange here: Iran Says U.S. Will Release These 7 Men In Exchange For 4 Americans Here's Why We Held The Story On The U.S.-Iranian Prisoner Exchange These Are The 4 Americans Iran Just Released Obama Just Got 4 Americans Released From Iran, But Republicans Are Still Criticizing Him This story has been updated to remove Foster’s account of when and under what circumstances he left the State Department.",0,1,0,0
"Williams talked a lot about his struggles first with cocaine and later with alcohol, and his spells in rehab were dutifully reported to the public.",1,0,1,0
"Retired Marine Gen. John Kelly was sworn in as President Donald Trump’s new chief of staff Monday morning, just hours before Scaramucci left his position.",1,0,1,0
"Here, with the life sucked from his eyes, his stumbles and prevarications seemed rote and joyless – even his tiredness seemed performative, like the showy exhaustion of a self-possessed family friend charged with talking to the media when a backpacker is arrested overseas.",0,1,0,0
(Pentagon spokesman Rear Adm. John) Kirby even said there's no pressure ...,1,0,1,0
"Bowe Bergdahl Likely to Be Charged With Desertion, Officials Say",0,1,0,0
"Legit,"" said Dougherty.",1,0,1,0
Mattis is the highest-level Trump administration official to visit the kingdom.,2,0,0,1
"Ryan was rated as an ""excellent"" or ""pretty good"" selection by 39 percent of Americans, and an ""only fair"" or ""poor"" selection by 42 percent.",2,0,0,1
Flynn resigned after it became public that he had discussed Obama-era sanctions with the Russian ambassador before Trump was inaugurated.,0,1,0,0
Hillary's going to pivot to attacking GOP at every opportunity.,0,1,0,0
"He’s also sponsored a constitutional amendment to impose term limits, and has tried to end the abuse of war-funding bills to break budget caps.",2,0,0,1
"The Arizona Republican made the trip from Turkey into Syria alongside Gen. Salam Idris, according to The Daily Beast, which first reported McCain’s visit.",1,0,1,0
Ted Cruz (R-Texas) called on Kerry to resign.,0,1,0,0
"A report in 2008 by CRS said the administrations of Presidents George H.W. Bush and Mr. Clinton took the position that executive privilege extended to recommendations made to senior officials and communications of senior policymakers throughout the executive branch, including within the White House or between the White House and any federal department or agency.",1,0,1,0
"Viewed in a negative light, you could say Trump’s senior aides feel the need to distance themselves from him without fear of consequence.",0,1,0,0
Netanyahu Back To Barely Pretending He Supports A Two-State Solution,0,1,0,0
"""While the Committee does not generally comment on pending matters or matters that may come before it,"" it said in a statement, ""in this instance, the Committee is publicly confirming that it has opened a preliminary inquiry into Senator Franken's alleged misconduct.""",0,1,0,0
"On top of that, several lawmakers, and President Obama, were rearranging their schedules to attend memorial services this week for the late South African leader Nelson Mandela.",1,0,1,0
"Lobbyist Pamela Lopez has accused Dababneh of pushing her into a hotel restroom in Las Vegas and masturbating in front of her, the report said.",1,0,1,0
Mrs. Trump and the president joined Vice President Mike Pence and Second Lady Karen Pence for the funeral service.,1,0,1,0
"The Obama administration’s inability, at least for now, to influence China, Russia and countries in Latin America that may accept Mr. Snowden for asylum, like Ecuador, brought home the limits of American power around the world.",0,1,0,0
"Udaltsov, who served 4? years on charges related to his role in staging a May 2012 protest against President Vladimir Putin that turned violent, also called for protests this fall to mark the centennial of the 1917 Bolshevik revolution.",0,1,0,0
"""Then you're going to have a long day,"" Davis told him.",1,0,1,0
"""Dear colleagues, on Monday night, we received a detailed complaint from a colleague about inappropriate sexual behavior in the workplace by Matt Lauer,"" Lack's statement read.",0,1,0,0
"Kayla Oblisk/Facebook
Kayla Oblisk/Facebook
""I'm so glad that as a parent I said to myself, 'Ya know something isn't right,' and followed it,"" Oblisk said.",2,0,0,1
"""They say, 'Oh, it's OK for all these people to walk through Jim Chilton's ranch,'"" he said.",1,0,1,0
"It’s immoral,” Barber said during the protest.",1,0,1,0
"NPR's Scott Detrow speaks with Lester Ramirez of Transparency International about why hundreds of people from Honduras have joined a ""caravan"" of migrants en route to the Mexico-U.S. border.",1,0,1,0
"I'm simply reading what she wrote about what the nomination of Jeff Sessions to be a federal court judge meant and what it would mean in history for her,"" Warren said.",1,0,1,0
“Bob has been in captivity longer than any other U.S. citizen.,1,0,1,0
"Anthony Weiner admits to sending more lewd images, texts but vows to stay in mayor's race",0,1,0,0
Ryan addressed the tension with Paul supporters after the Texas congressman held a counter-convention rally in Tampa Sunday attended by thousands.,1,0,1,0
"Regardless, Leahy plans to hold just one hearing on the new legislation.",1,0,1,0
"Mr. Comey testified Thursday that President Trump asked him to drop the probe into former National Security Adviser Michael Flynn, but he said he declined to tell the attorney general about the uncomfortable one-on-one interactions because FBI officials expected Mr. Sessions to be recused from all Russia-related issues “for a variety of reasons.”",0,1,0,0
Several Republicans who had been working on immigration bills before the shutdown said they no longer believed Mr. Obama would negotiate fairly.,0,1,0,0
This is a lie and Todd knows it.,0,1,0,0
"President Obama’s spokesman said Friday he feels “sorry” for former New York City Mayor Rudy Giuliani, after Mr. Giuliani accused the president this week of not loving America.",0,1,0,0
"""I'm a rigorous defender of the Second Amendment,"" Taylor said.",2,0,0,1
"Menendez, said in a statement.",1,0,1,0
ANDREW MCCABE: He did.,1,0,1,0
"""We need to flush everything out into the open,"" Flynt writes, adding that he could spend the $10 million on other things, ""but what good would that do me in a world devastated by the most powerful moron in history?""",2,0,0,1
She said she did not report the episode to NBC at the time because she believed she should have done more to stop Mr. Lauer.,0,1,0,0
They have looked back on their lives and said their ‘only regret is NOT being able to vote against Hillary Clinton.,0,1,0,0
"The actor known for his famous Bill Clinton impersonation -- and Trump -- left ""SNL"" in 2009.",1,0,1,0
"To his supporters, South Korean President Moon Jae-in is a master negotiator who's fixing decades of bad nuclear diplomacy with North Korea.",2,0,0,1
"Her husband, President Donald Trump, meanwhile, has an unfavorable rating at 56%, with just 41% having a favorable opinion.",0,1,0,0
Adam Schiff (D-Calif.) says.,1,0,1,0
"Republicans, who saw their own approval ratings fall further in 2013, have also picked up the refrain of income inequality in recent months, though they have cast the widening gap between rich and poor as a symptom of Obama's economic policies.",0,1,0,0
Didn't answer Qs about his future.,1,0,1,0
"""She left its board in 1994, seven years before the bank failed.",1,0,1,0
"“It’s in the bag,” said financier Toby Neugebauer, a Cruz megadonor, in a long monologue of a voicemail.",1,0,1,0
"Lawmakers on both sides have for weeks been clamoring for Obama to articulate a clear plan for dealing with the threat from the terrorist organization, and top Republicans such as House Speaker John Boehner said it was good the president has now done so.",1,0,1,0
But she was unable to explain blogposts from a decade ago that mocked gay people and individuals who were allegedly gay.,0,1,0,0
"But, he wrote, he imagined ""it would be a comfort to be able to consider the options afforded by this bill.",1,0,1,0
"‘Big Storm’ “We have to take this seriously,” Obama said of what he called “a serious and big storm.”",1,0,1,0
Trump’s insistence on Friday that the FBI and the Justice Department had “politicized the sacred investigative process in favor of Democrats” also undermines the reason his own White House claimed for Comey’s firing in the first place.,0,1,0,0
"British officials have said that Mr. Emwazi was on a list of potential terror suspects since 2009, but that they were unable to prevent him from traveling to Syria in 2013.",0,1,0,0
Mr. Mulvaney’s appointment was met with opposition by consumer groups.,0,1,0,0
Instead he tried to reach a much more modest deal to avoid a fiscal crisis by extending the expiring tax cuts for incomes under $1 million.,2,0,0,1
"The attorney general said he's ""mandated"" that certain low-level offenders ""who have no ties to large-scale organizations, gangs, or cartels"" will not be charged with offenses that impose stiff mandatory minimum sentences.",1,0,1,0
"After firing from outside the building, Mr. Kelley entered the church, and fired his weapon from side to side as he paced through the room, the sheriff said.",0,1,0,0
"“This person, we don’t know who that is, but they Photoshopped Marco’s face onto somebody else.",1,0,1,0
He is running as an independent with no association to the conservative National Coalition Party that he earlier chaired.,1,0,1,0
"In New York, where candidates traditionally compete with one another to align themselves with Israel’s interests, it was startling to see a major Democratic candidate, Mr. Sanders, unapologetically challenge the actions of the Israeli government and call for evenhanded treatment of Palestinians.",2,0,0,1
"Though total spending has still grown since 2011, advocates for a variety of social services programs have frequently been disappointed that Brown refuses to go along with plans to fully restore some of the services cut during the depths of the recession.",0,1,0,0
"Moody says the officer opened fire, striking the woman.",1,0,1,0
"In responding to allegations of Russian efforts to influence the election, Trump has never utilized what might have been a middle-ground approach — condemning foreign interference while contending that it did not cost Hillary Clinton the election.",0,1,0,0
"In the statement released by his office, Mr. Kitzhaber said he would be exonerated.",1,0,1,0
Greitens spokesman Parker Briden says it's a long-established fact that the governor's office has the ability to hire attorneys.,1,0,1,0
"But he pledged to ""grind it out"" over the weeks and months ahead to ensure the law's success and prove its Republican critics wrong.",2,0,0,1
Tim Murphy of Pennsylvania and Shannon Edwards.,1,0,1,0
"Apple stock dropped sharply after Cook's Jan. 2 letter to investors, and remains down by about 31 percent from its October peak.",0,1,0,0
"At 2:30, the appointed hour for Mr. Trump to speak, a candidate appeared and the crowd parted to reveal. ...",1,0,1,0
"""There is much to implicate Dennis Oland in this crime,"" Justice Morrison said.",0,1,0,0
"And the state appeared to have a record voter turnout, similar to others that have helped keep alive Sanders’ insurgent campaign.",2,0,0,1
"""And he wants to have a new system that would be quite challenging because you would have to give up the insurance you have now, and it would cost a lot of money.",0,1,0,0
"""
The report from the LA County District Attorney's Office concludes that ""a misdemeanor domestic battery could not be proven"" but shows Conyers III was in a fight with his girlfriend last February that ended with her sustaining a stab wound to her arm that required stitches.",0,1,0,0
"To replace Scalia, Obama will need to persuade at least 14 Republican senators to join Democrats to break an inevitable filibuster and at least five Republican senators to vote with Democrats for confirmation — but first somehow persuade McConnell to back off from his absolutist position against even giving the nominee a hearing.",0,1,0,0
The dogged hunt for Frein ended Thursday night when U.S. Marshals arrested him in an airport hangar during a routine sweep near Buck Hill.,0,1,0,0
"He'll leave for Rome immediately after his debate with Clinton on April 14 for a conference on social, economic and environmental issues.",1,0,1,0
"French President Francois Hollande told reporters that the suspect — identified only as 39-year-old Mohamed R. — was ""trying to kill or at the very least create a dramatic event.""",1,0,1,0
He was also facing the prospect of being left out of the group that will take the stage at the Republican debate on Saturday because of his poor showings in the Iowa caucuses last week and in New Hampshire on Tuesday.,0,1,0,0
"A few hours later, in Rochester, N.H., Mr. Obama drew cheers with an energetic defense of the Affordable Care Act, his signature legislative achievement that critics have derisively called “Obamacare.”",2,0,0,1
"The latest revelations have reportedly caused turmoil in the White House, with Trump raging at the media and different factions within the administration blaming each other for the controversy.",0,1,0,0
Chris Christie rocketed to national stardom as brazenly incautious.,0,1,0,0
Lindsey Graham On Why He Supports The National Emergency Declaration NPR's Mary Louise Kelly talks with Sen.,1,0,1,0
"The officers returned fire, and the suspects fled on foot before carjacking a white Camaro that had two women inside, he said.",1,0,1,0
"A judge convicted former police officer Michael Slager of second-degree murder and sentenced him to 20 years in prison Thursday for the 2015 killing of Walter Scott, an unarmed black motorist.",0,1,0,0
"Dick Durbin, D-Ill., after LaPierre argued that more background checks would merely subject ""law-abiding people"" to more taxes and fees and hassle without going after ""bad guys.""",1,0,1,0
"""I have made it very clear, I have told anyone that will listen -- including everyone in the White House, including the president -- that I am not going to be part of having Social Security as part of these talks relating to this deficit,"" Reid told reporters earlier.",1,0,1,0
"After their private meeting, Trump suggested he accepted Putin's denials over his own intelligence community's conclusions that Russia interfered in the 2016 election by hacking Democrats and pushing fake news about Democratic nominee Hillary Clinton.",0,1,0,0
Mrs. Trump’s spokesperson Stephanie Grisham released a statement in which the Slovenian-born former model asked Congress to work together to end the legal loophole in immigration law that prevents child border crossers from remaining with their parents in federal detention after illegally crossing into the United States.,1,0,1,0
"""At the end of the day, the president can decide what the law is, and the courts are there to check him,"" Gonzales said.",1,0,1,0
Bill O'Reilly to interview Donald Trump during Super Bowl pre-game show,1,0,1,0
"Clinton, a former secretary of state, and Sanders, a self-described democratic socialist U.S. senator from Vermont, both came in at roughly 50 percent with 95 percent of the state's precincts reporting results.",1,0,1,0
U.S.-Iran relations have warmed since Rouhani took office last year and the thaw has extended to the nuclear negotiations.,2,0,0,1
"Michael Grennes, the department's public information officer.",1,0,1,0
Sanders also pledged to change deportation policy.,1,0,1,0
"In an interview with The New York Times in October, Mr. Snowden said he had given all of the documents he downloaded to journalists and kept no additional copies.",1,0,1,0
(CNN) New Zealand Prime Minister Jacinda Ardern turned heads at Buckingham Palace on Thursday night by wearing a traditional Maori korowai cloak to a state banquet of world leaders.,2,0,0,1
She won’t allow me to watch Fox News any more – we got rid of our cable.,1,0,1,0
"CLOSE Secretary of State Delbert Hosemann on new Vote in Honor of a Soldier program Geoff Pender
A polling precinct at the Hanging Moss Road Church of Christ in north Jackson (Photo: Harold Gater)
WASHINGTON – Voters in Mississippi headed to the polls Tuesday in the Senate runoff election between Republican incumbent Cindy Hyde-Smith and Democratic challenger Mike Epsy.",1,0,1,0
"Mr Jones made the announcement in Harlech because the area ""has become something of a hotspot"", he said.",1,0,1,0
The war of words between Mr. Kim and Mr. Trump about the North’s advancing nuclear program has also added to tensions and uncertainty in the region.,0,1,0,0
A public defender represented Smith during his initial appearance Tuesday in Franklin County Municipal Court and didn't object to him being jailed without bail.,0,1,0,0
A researcher with internet watchdog Citizen Lab recently reviewed AlAhmed's emails and confirmed they were malicious — although he stopped short of drawing a link between the different messages or blaming anyone for the hacking campaign.,0,1,0,0
"In the coming days, the campaign hopes to regain lost ground, and strengthen its overall message by concentrating on Bush's record as Florida governor where he cut state budgets and issued tax cuts.",2,0,0,1
"Fox installed equipment in Palin's Wasilla, Alaska, home to make her regular appearances easier.",1,0,1,0
Bobby Jindal said he was filing a lawsuit on Wednesday against the Obama administration over alleged manipulation of grant money to force states to accept Common Core as their school standards.,0,1,0,0
"Robert Borosage, a director of the Campaign for America’s Future, a liberal advocacy group, said that Mr. Sanders’s ability to raise money by positioning himself as an outsider reminded him of President Obama’s 2008 campaign, which received millions of dollars in small contributions.",2,0,0,1
"The speculation began in earnest in July, when Schmidt, who served as chief strategist to John McCain’s 2008 presidential campaign, abruptly stepped down as vice chairman of public affairs at the PR firm Edelman after eight years on the job.",0,1,0,0
"“I’d do it again in a minute,” he declared.",1,0,1,0
"President Barack Obama and Secretary of Defense Ash Carter participate in an Armed Forces Full Honor Review Farewell Tribute in his honor at Conmy Hall, Joint Base Myer-Henderson Hall in Arlington, Virginia on Jan. 4, 2017.",2,0,0,1
"“We will all know soon whether or not a real deal, unlike those of the past, can happen!” he wrote.",1,0,1,0
"The statement was issued by incoming Senate Minority Leader Charles E. Schumer of New York and three members of the Senate Armed Services Committee: Chairman John McCain, Arizona Republican; Jack Reed of Rhode Island, the panel’s ranking Democrat; and Lindsey Graham, South Carolina Republican and a former presidential primary rival of Mr. Trump.",1,0,1,0
"Most Trump supporters say their minds are made up, compared to about a quarter of voters who are supporting someone other than him.",1,0,1,0
"She said: “We are the 20% affordable, aren’t we?",1,0,1,0
Romney offers powerful alternative to apologizing for America,2,0,0,1
"The letter from Nunnelee and fellow Republicans states that they are ""bewildered"" that local politicians in Boston, Chicago, New York and San Francisco have said the company was unwelcome in their communities because of Cathy's stance.",0,1,0,0
"His gaffes alone should sink him, and there'll only be more to come if he runs.",0,1,0,0
"Lowrey’s book is not detailed policy proposal, like the one Facebook co-founder Chris Hughes put forward in his own UBI book, Fair Shot.",1,0,1,0
"Here we are six years later and President Obama is set to announce new, major regulations on power plants in the name of climate change.",2,0,0,1
"While Trump has more than 75 percent of the 1,237 delegates he needs to clinch the nomination, he must still beat Ted Cruz and John Kasich in the upcoming primaries, most crucially Indiana and California.",1,0,1,0
"On Tuesday evening, Mr. Xi invited Mr. Obama to dinner at his official residence, telling his guest he hoped they had laid the foundation for a collaborative relationship — or, as he more metaphorically put it, “A pool begins with many drops of water.”",2,0,0,1
"Texas A&M spokeswoman Amy Smith said in a statement that the school appreciated Perry’s ""long-term commitment to his alma mater and to the state in general"" but added, ""we were surprised that he weighed in on the university student body election and respectfully disagree with his assessment.""",1,0,1,0
"Wolf said in an interview with NPR's ""Fresh Air"" in May that she ""wouldn't change a word"" of her performance.",1,0,1,0
The Latest: Trump says he's committed to protecting life,2,0,0,1
"Nancy Pelosi said to you, “The fact is, you do not have the votes in the House.”",1,0,1,0
"“Zero tolerance means consequences,” Pelosi said in a statement Sunday, noting that she asked for an ethics investigation into Conyers and that he “agreed to step aside” as ranking member on the committee.",0,1,0,0
"Michael Ian Black’s forthcoming book aimed at “rethinking masculinity,” is entitled “A Better Man,” and is scheduled for release in fall 2019.",2,0,0,1
"Imposed at Chequers, May’s plans triggered the resignations of foreign secretary Boris Johnson and Brexit secretary David Davis, the latter of whom remarked: “We’re giving too much away too easily, and that’s a dangerous strategy at this time.”",1,0,1,0
"When you look at what’s happened in Colorado as an example, it’s a local thing,” Trump told CBS Boston in February 2017.",1,0,1,0
"Perry called the case ""outrageous,"" and his attorneys pushed to have the indictment dismissed.",1,0,1,0
“And far more Americans view him as a strong leader rather than as a bully.”,2,0,0,1
Gillian Troughton’s selection will be seen as a victory for Labour moderates.,2,0,0,1
Arpaio should not have been pardoned.,0,1,0,0
"COLORADO SPRINGS — Senator Ted Cruz captured a majority of Colorado’s delegates to the Republican National Convention on Friday, outmaneuvering Donald J. Trump, whose lack of an organized national campaign once again allowed Mr. Cruz to gain at his expense.",0,1,0,0
"The incident is reported to have taken place by Black Rod’s Garden, adjacent to the Sovereign’s Gate to the Houses of Parlaiment which the Queen used Wednesday morning to make her address in the House of Lords for the state opening of Parliament.
advertisement
The arrest took place just yards away from a number of other such arrests that have taken place in recent months, and the Palace Yard gate where Islamist killer Khalid Masood stabbed police officer Keith Palmer in March.",1,0,1,0
The RealClearPolitics polling average also gave Biden a substantial lead for the Democratic nomination.,2,0,0,1
"Another member of the Washington political media stepped forward Thursday to claim he was threatened by the Obama White House, shortly after the White House denied reports that an adviser threatened famed Watergate journalist Bob Woodward.",2,0,0,1
"If that is not enough to persuade Mr. Trump to change his mind, he should listen to the advice of his own secretary of defense, James Mattis.",0,1,0,0
Patrick told NBC on Sunday that surveillance video clearly puts Dzhokhar Tsarnaev at the scene of the attack.,0,1,0,0
"""She did not present evidence in her defence and disputes the allegations and version of events presented in the UAE.""",0,1,0,0
"The recommended top posts for the #soros hashtag on Instagram on Thursday included a photo of Soros with the caption, “I am the devil,” and a cartoon suggesting that Soros and other targets of the explosive devices were themselves behind the bombs, a “false flag” conspiracy theory that gained traction online before the arrest of a Florida man on Friday.",0,1,0,0
"“There is not a one-size-fits-all space layout that works best for everyone,” Loeber said.",1,0,1,0
"The choice is surprising, not least because Haley only reluctantly and belatedly endorsed Trump in the general election.",0,1,0,0
"Romney campaign adviser Ed Gillespie said Romney will handle the expected attack by doing what he did in the first debate “ ""He's going to talk about his agenda,” Gillespie said on Fox.",2,0,0,1
She and her parents had previously gone to the police about Abdul's harassing and threatening behaviour.,0,1,0,0
Cern plans even larger hadron collider for physics search,1,0,1,0
Trump walked away from the Hanoi summit empty-handed last week after refusing to lift the sanctions.,0,1,0,0
"Donald Trump’s national security adviser, Michael Flynn, may be in a lot of trouble.",0,1,0,0
"It is a right,"" Sanders wrote.",1,0,1,0
"""It seemed like the Woodbury County Democrats scooped the de Blasio campaign,"" Fleisher said.",1,0,1,0
"— Jeb Bush is “moving forward” on a potential 2016 White House run and it appears more likely he’ll enter the Republican race, according to his son who’s running for office in Texas.",2,0,0,1
And Sanders had told reporters last week that the president “clearly has confidence in him or he would not be attorney general.”,2,0,0,1
"Her peers selected her as her class representative, she said.",2,0,0,1
Amid a torrent of criticism from progressive activists — and as Republicans called her a hypocrite — Pelosi tried to limit any fallout.,0,1,0,0
That exclusion will guarantee Morsi the loyalty of the powerful but hated police force which had abandoned the streets for more than a year after Mubarak's ouster by a popular uprising motivated in large part by the human rights violations of the police and the notorious security services.,0,1,0,0
The intentional winner of the Fox News Republican debate Thursday night was Marco Rubio.,2,0,0,1
"It replaced the pardon attorney with a prisoners rights advocate, and encouraged thousands of federal prisoners who’d been sentenced under now-obsolete laws or policies to apply to get their sentences reduced to current levels.",1,0,1,0
He said the Liberal party was increasingly “a bit of a closed shop” in terms of candidates.,1,0,1,0
"Abigail Spanberger, a former CIA officer and a freshman Democrat from Virginia, is introducing a bill to strengthen protections for U.S. telecom systems from foreign influence by companies like Huawei and establish a national strategy for securing next-generation infrastructure.",2,0,0,1
"Ali's father, Cassius Clay Sr., a painter, was an active member of the congregation before his death decades ago. He painted a mural of Jesus' baptism that still hangs behind the pulpit.",2,0,0,1
"On January 4, police were called to a sidewalk in Lawrence after a bystander saw the woman and Perrot lying on the ground.",1,0,1,0
ERIC GELLER: Thank you for having me.,1,0,1,0
"March 2
6:55 a.m.
Austin police receive reports of an explosion and find a critically-injured House.",1,0,1,0
"""I think they made a mistake,"" he said.",1,0,1,0
